Charge_in_mAh,Current,Voltage,Temperature
0,-0.0011,5.1147,25.1846
0,-0.0011,5.1158,25.1846
0,-0.0011,5.1154,25.1846
0,-0.0011,5.1143,25.1846
0,-0.0011,5.1158,25.1846
0,-0.0011,5.1147,25.1846
0,-0.0011,5.1158,25.1846
0,-0.0011,5.1154,25.1846
0,-0.0011,5.1158,25.1846
0,-0.0011,5.1147,25.1846
0,-0.0011,5.1158,25.1846
0,-0.0011,5.1147,25.1846
0,-0.0011,5.1154,25.1846
0,-0.0011,5.115,25.1846
0,-0.0011,5.1158,25.1846
0,-0.0011,5.1147,25.1846
0,-0.0011,5.1158,25.1846
0,-0.0011,5.1147,25.1846
0,-0.0011,5.1154,25.1846
0,-0.0011,5.115,25.1846
0,-0.0011,5.1154,25.1846
0,-0.0011,5.1154,25.1846
0,-0.0011,5.1154,25.1846
0,-0.0011,5.1147,25.1846
0,-0.0011,5.1158,25.1846
0,0.0013,5.1168,25.1846
0,0.1978,5.1068,25.1846
0,0.8924,5.0355,25.1846
0,0.0013,5.1168,25.1846
0,0.8961,5.0196,25.1846
0,0.0013,5.119,25.1846
0,0.9547,5.0175,25.1846
0,0.9547,5.0153,25.1846
0,0.702,5.0499,25.1846
0,0.7533,6.1554,25.1846
0,0.7557,8.7886,25.4337
0,0.9547,8.7378,25.4337
0,1.5822,8.5484,25.4337
0,1.5822,8.5379,25.4337
0,1.5809,8.535,25.4337
2.5547,1.5809,8.5314,25.4337
2.5547,1.5809,8.5304,25.4337
2.5547,1.5822,8.5296,25.4337
2.5547,1.5822,8.5307,25.4337
2.5547,1.5809,8.5304,25.4337
2.5547,1.0047,8.5581,25.4337
2.5547,1.0267,8.683,25.6827
2.5547,1.0572,8.7043,25.6827
2.5547,1.0646,8.696,25.6827
5.1094,0.8302,8.7572,25.6827
5.1094,1.0011,8.7288,25.6827
5.1094,0.8558,8.7525,25.6827
5.1094,0.879,8.7504,25.6827
5.1094,0.8473,8.7619,25.6827
5.1094,0.8106,8.7493,25.6827
5.1094,0.8509,8.7558,25.6827
5.1094,0.8985,8.7597,25.6827
5.1094,0.8424,8.7399,25.6827
5.1094,0.7179,8.7497,25.6827
5.1094,1.0023,8.7201,25.6827
5.1094,0.9022,8.7399,25.6827
5.1094,0.8656,8.7187,25.6827
5.1094,0.923,8.7176,25.6827
7.6563,0.8412,8.7482,25.6827
7.6563,0.846,8.7284,25.6827
7.6563,0.9278,8.7205,25.6827
7.6563,0.8326,8.7497,25.6827
7.6563,1.0047,8.7097,25.6827
7.6563,0.9559,8.7212,25.6827
7.6563,1.1439,8.6751,25.6827
7.6563,0.9669,8.7335,25.6827
7.6563,1.0707,8.7338,25.6827
7.6563,1.1451,8.6708,25.9317
7.6563,1.1439,8.6708,25.9317
7.6563,0.9925,8.7032,25.9317
10.211,0.9681,8.7147,25.9317
10.211,0.9291,8.7471,25.9317
10.211,0.9523,8.7335,25.9317
10.211,0.8216,8.7605,25.9317
10.211,0.8351,8.7727,25.9317
10.211,0.7862,8.7626,25.9317
10.211,0.7984,8.7752,25.9317
10.211,0.7789,8.7824,25.9317
10.211,0.8094,8.7713,25.9317
10.211,1.5809,8.5286,25.9317
10.211,1.5797,8.5354,25.9317
10.211,1.5809,8.5426,25.9317
12.75,1.5797,8.5466,25.9317
12.75,1.5797,8.548,25.9317
12.75,1.5797,8.5455,25.9317
12.75,1.5797,8.5437,25.9317
12.75,1.5797,8.5433,25.9317
12.75,1.5809,8.5426,25.9317
12.75,1.5797,8.5415,25.9317
12.75,1.5797,8.5415,25.9317
15.3125,1.5797,8.5401,25.9317
15.3125,1.5797,8.5408,26.1808
15.3125,1.5797,8.5401,26.1808
15.3125,1.5797,8.5394,26.1808
15.3125,1.5797,8.5401,26.1808
15.3125,1.5797,8.5404,26.1808
15.3125,1.5797,8.5412,26.1808
17.8594,1.5797,8.5408,26.1808
17.8594,1.5797,8.5419,26.1808
17.8594,1.5785,8.5415,26.1808
17.8594,1.5797,8.5419,26.1808
17.8594,1.5797,8.5422,26.1808
17.8594,1.5797,8.5426,26.1808
17.8594,1.5797,8.5437,26.1808
17.8594,1.5797,8.543,26.1808
20.4063,1.5785,8.5433,26.1808
20.4063,1.5785,8.5437,26.4298
20.4063,1.5797,8.5433,26.4298
20.4063,1.5785,8.5437,26.4298
20.4063,1.5797,8.544,26.4298
20.4063,1.5785,8.5448,26.4298
20.4063,1.5785,8.544,26.4298
20.4063,1.5785,8.5444,26.4298
22.9532,1.5785,8.5448,26.4298
22.9532,1.5797,8.5444,26.4298
22.9532,1.5785,8.5448,26.4298
22.9532,1.5785,8.5444,26.4298
22.9532,1.5785,8.5444,26.4298
22.9532,1.5797,8.5448,26.4298
22.9532,1.5785,8.5444,26.4298
22.9532,1.5785,8.5448,26.4298
25.5079,1.5785,8.5448,26.4298
25.5079,1.5785,8.5451,26.4298
25.5079,1.5785,8.5448,26.4298
25.5079,1.5785,8.5444,26.6788
25.5079,1.5797,8.5451,26.6788
25.5079,1.5797,8.5448,26.6788
25.5079,1.5797,8.5448,26.6788
28.0547,1.5785,8.5444,26.6788
28.0547,1.5785,8.5448,26.6788
28.0547,1.5797,8.5451,26.6788
28.0547,1.5785,8.5448,26.6788
28.0547,1.5797,8.5448,26.6788
28.0547,1.5785,8.5448,26.6788
28.0547,1.5785,8.5451,26.6788
28.0547,1.5785,8.5451,26.6788
30.6016,1.5785,8.5451,26.6788
30.6016,1.5797,8.5455,26.6788
30.6016,1.5785,8.5451,26.6788
30.6016,1.5785,8.5455,26.6788
30.6016,1.5797,8.5451,26.6788
30.6016,1.5785,8.5448,26.9278
30.6016,1.5797,8.5451,26.9278
30.6016,1.5797,8.5448,26.9278
33.1485,1.5785,8.5451,26.9278
33.1485,1.5785,8.5451,26.9278
33.1485,1.5785,8.5458,26.9278
33.1485,1.5785,8.5455,26.9278
33.1485,1.5785,8.5455,26.9278
33.1485,1.5785,8.5455,26.9278
33.1485,1.5785,8.5451,26.9278
33.1485,1.5785,8.5451,26.9278
35.711,1.5785,8.5451,26.9278
35.711,1.5785,8.5448,26.9278
35.711,1.5785,8.5455,26.9278
35.711,1.5785,8.5451,26.9278
35.711,1.5785,8.5455,26.9278
35.711,1.5785,8.5448,26.9278
35.711,1.5785,8.5444,26.9278
38.2579,1.5785,8.5455,26.9278
38.2579,1.5797,8.5455,27.1768
38.2579,1.5785,8.5455,27.1768
38.2579,1.5785,8.5448,27.1768
38.2579,1.5785,8.5451,27.1768
38.2579,1.5785,8.5451,27.1768
38.2579,1.5785,8.5455,27.1768
38.2579,1.5785,8.5455,27.1768
40.8047,1.5785,8.5448,27.1768
40.8047,1.5785,8.5448,27.1768
40.8047,1.5785,8.5455,27.1768
40.8047,1.5797,8.5451,27.1768
40.8047,1.5785,8.5455,27.1768
40.8047,1.5785,8.5451,27.1768
40.8047,1.5785,8.5458,27.1768
40.8047,1.5785,8.5455,27.1768
43.3516,1.5785,8.5458,27.1768
43.3516,1.5797,8.5458,27.1768
43.3516,1.5797,8.5451,27.1768
43.3516,1.5785,8.5458,27.1768
43.3516,1.5785,8.5462,27.1768
43.3516,1.5785,8.5458,27.1768
43.3516,1.5785,8.5462,27.1768
43.3516,1.5797,8.5458,27.1768
45.9063,1.5785,8.5462,27.1768
45.9063,1.5785,8.5458,27.4259
45.9063,1.5797,8.5462,27.4259
45.9063,1.5785,8.5455,27.4259
45.9063,1.5785,8.5458,27.4259
45.9063,1.5785,8.5466,27.4259
45.9063,1.5785,8.5458,27.4259
48.4532,1.5785,8.5462,27.4259
48.4532,1.5785,8.5462,27.4259
48.4532,1.5773,8.5466,27.4259
48.4532,1.5785,8.5466,27.4259
48.4532,1.5785,8.5462,27.4259
48.4532,1.5785,8.5466,27.4259
48.4532,1.5785,8.5458,27.4259
48.4532,1.5797,8.5469,27.4259
51,1.5785,8.5466,27.4259
51,1.5785,8.5466,27.4259
51,1.5773,8.5469,27.4259
51,1.5785,8.5466,27.4259
51,1.5785,8.5466,27.4259
51,1.5773,8.5469,27.4259
51,1.5785,8.5473,27.4259
51,1.5785,8.5469,27.4259
53.5469,1.5797,8.5469,27.4259
53.5469,1.5785,8.5469,27.4259
53.5469,1.5785,8.5469,27.6749
53.5469,1.5785,8.5473,27.6749
53.5469,1.5785,8.5476,27.6749
53.5469,1.5773,8.5473,27.6749
53.5469,1.5785,8.5473,27.6749
53.5469,1.5785,8.5469,27.6749
56.1094,1.5773,8.5473,27.6749
56.1094,1.5773,8.5476,27.6749
56.1094,1.5785,8.5476,27.6749
56.1094,1.5785,8.548,27.6749
56.1094,1.5785,8.5473,27.6749
56.1094,1.5785,8.548,27.6749
56.1094,1.5785,8.5484,27.6749
56.1094,1.5785,8.5484,27.6749
58.6563,1.5785,8.5491,27.6749
58.6563,1.5773,8.5484,27.6749
58.6563,1.5785,8.5491,27.6749
58.6563,1.5785,8.5491,27.6749
58.6563,1.5773,8.5494,27.6749
58.6563,1.5773,8.5494,27.6749
58.6563,1.1415,8.6791,27.6749
58.6563,1.1415,8.6762,27.6749
61.2032,1.1415,8.6769,27.6749
61.2032,1.1366,8.678,27.6749
61.2032,0.9547,8.7061,27.6749
61.2032,1.1427,8.6798,27.6749
61.2032,1.1439,8.6809,27.6749
61.2032,1.1415,8.6812,27.6749
61.2032,1.1341,8.683,27.6749
61.2032,1.1415,8.6823,27.6749
61.2032,1.1415,8.6812,27.6749
61.2032,0.7142,8.7828,27.6749
61.2032,0.6751,8.8026,27.6749
63.7579,0.7691,8.8048,27.6749
63.7579,0.7374,8.8105,27.6749
63.7579,1.1427,8.6748,27.6749
63.7579,1.1048,8.6996,27.6749
63.7579,0.7472,8.7882,27.6749
63.7579,0.6825,8.808,27.6749
63.7579,0.68,8.8166,27.6749
63.7579,0.8351,8.7425,27.6749
63.7579,0.9474,8.7677,27.6749
63.7579,0.8351,8.7637,27.6749
63.7579,0.6812,8.813,27.6749
63.7579,1.0365,8.7317,27.6749
63.7579,1.1354,8.6841,27.6749
63.7579,1.067,8.7079,27.6749
66.3125,1.034,8.7,27.6749
66.3125,0.94,8.7277,27.6749
66.3125,1.1402,8.682,27.6749
66.3125,1.1427,8.678,27.6749
66.3125,1.0279,8.6913,27.6749
66.3125,1.0145,8.6946,27.6749
66.3125,1.1061,8.7212,27.6749
66.3125,1.034,8.7144,27.6749
66.3125,1.0279,8.6859,27.6749
66.3125,1.1427,8.6805,27.6749
66.3125,1.0707,8.6928,27.6749
66.3125,1.1427,8.6791,27.6749
68.8516,1.1427,8.6798,27.6749
68.8516,1.1427,8.6881,27.6749
68.8516,0.8998,8.7093,27.6749
68.8516,1.0939,8.754,27.6749
68.8516,0.8058,8.7662,27.6749
68.8516,1.1464,8.7291,27.6749
68.8516,0.6825,8.8037,27.6749
68.8516,0.9193,8.7227,27.6749
68.8516,0.8216,8.7889,27.6749
68.8516,0.7691,8.7864,27.6749
68.8516,0.7875,8.7821,27.6749
68.8516,0.8912,8.7435,27.6749
68.8516,0.7704,8.745,27.6749
71.3985,0.8509,8.7399,27.6749
71.3985,0.9828,8.7698,27.6749
71.3985,0.9938,8.7345,27.6749
71.3985,0.6898,8.7886,27.6749
71.3985,0.6678,8.8177,27.6749
71.3985,0.5934,8.835,27.6749
71.3985,0.6629,8.8044,27.6749
71.3985,0.9034,8.7345,27.6749
71.3985,1.1464,8.6859,27.6749
71.3985,1.1305,8.691,27.6749
71.3985,1.1366,8.6816,27.6749
71.3985,0.818,8.7756,27.6749
71.3985,0.9388,8.7633,27.6749
71.3985,1.0084,8.7111,27.6749
73.961,0.9864,8.7302,27.6749
73.961,1.0218,8.6834,27.6749
73.961,0.8509,8.7414,27.6749
73.961,1.0572,8.7194,27.6749
73.961,0.7948,8.7828,27.6749
73.961,0.8888,8.7637,27.6749
73.961,0.8851,8.7241,27.6749
73.961,1.0694,8.7191,27.6749
73.961,1.0768,8.7273,27.6749
73.961,1.0682,8.7039,27.6749
73.961,0.94,8.7806,27.6749
73.961,1.1305,8.6906,27.6749
76.5079,1.1439,8.7014,27.6749
76.5079,0.857,8.7515,27.6749
76.5079,1.1158,8.7198,27.6749
76.5079,1.0145,8.7097,27.6749
76.5079,1.1085,8.6856,27.6749
76.5079,0.8412,8.7637,27.6749
76.5079,0.818,8.7705,27.6749
76.5079,0.8436,8.7371,27.6749
76.5079,0.8326,8.7507,27.6749
76.5079,0.8692,8.7644,27.6749
76.5079,0.8448,8.7731,27.6749
76.5079,0.7899,8.7601,27.6749
76.5079,0.7533,8.7986,27.6749
76.5079,0.6739,8.8123,27.6749
76.5079,0.6996,8.8051,27.6749
79.0547,0.6849,8.8148,27.6749
79.0547,0.7716,8.7997,27.6749
79.0547,0.7679,8.8109,27.6749
79.0547,0.6739,8.8109,27.6749
79.0547,0.8253,8.7965,27.6749
79.0547,0.9657,8.7248,27.6749
79.0547,0.7337,8.7914,27.6749
79.0547,0.6532,8.8246,27.6749
79.0547,0.691,8.8084,27.6749
79.0547,0.6776,8.8084,27.6749
79.0547,0.7154,8.8159,27.6749
79.0547,0.763,8.7864,27.6749
79.0547,0.7093,8.8062,27.6749
79.0547,0.7984,8.7846,27.6749
79.0547,0.8277,8.7533,27.6749
79.0547,0.6983,8.8102,27.6749
79.0547,0.6092,8.831,27.6749
81.6016,0.6471,8.821,27.6749
81.6016,0.6727,8.8188,27.6749
81.6016,0.6422,8.83,27.6749
81.6016,0.6471,8.8206,27.6749
81.6016,0.7167,8.8015,27.6749
81.6016,0.6593,8.8148,27.6749
81.6016,0.6104,8.8145,27.6749
81.6016,0.6678,8.804,27.6749
81.6016,0.6568,8.8044,27.6749
81.6016,0.6007,8.8166,27.6749
81.6016,0.7276,8.7886,27.6749
81.6016,0.6532,8.8048,27.6749
81.6016,0.5946,8.8267,27.6749
81.6016,0.6556,8.7979,27.6749
81.6016,0.6886,8.7976,27.6749
81.6016,0.6178,8.8102,27.6749
81.6016,0.6581,8.8091,27.6749
81.6016,0.6471,8.808,27.6749
84.1563,0.6507,8.8199,27.6749
84.1563,0.6629,8.8048,27.4259
84.1563,0.7459,8.794,27.6749
84.1563,0.9669,8.7515,27.4259
84.1563,0.7948,8.7824,27.6749
84.1563,0.7386,8.7651,27.4259
84.1563,0.7569,8.8098,27.6749
84.1563,0.7765,8.7832,27.6749
84.1563,0.7923,8.795,27.6749
84.1563,0.6812,8.8127,27.4259
84.1563,0.8851,8.741,27.4259
84.1563,0.9059,8.7615,27.4259
84.1563,0.6593,8.8102,27.6749
84.1563,0.8021,8.7817,27.4259
84.1563,1.1158,8.6802,27.4259
86.7032,1.1439,8.6917,27.4259
86.7032,0.9388,8.7198,27.4259
86.7032,1.1439,8.682,27.4259
86.7032,1.0194,8.7479,27.4259
86.7032,0.8033,8.7579,27.6749
86.7032,0.8656,8.7904,27.6749
86.7032,0.9205,8.7507,27.4259
86.7032,0.857,8.7439,27.6749
86.7032,0.8241,8.7507,27.6749
86.7032,1.0743,8.7219,27.6749
86.7032,1.1305,8.6841,27.6749
86.7032,1.0731,8.6974,27.6749
86.7032,1.1427,8.6823,27.6749
89.25,1.1427,8.682,27.6749
89.25,1.1439,8.6827,27.6749
89.25,1.1427,8.683,27.6749
89.25,1.1439,8.6834,27.6749
89.25,1.1427,8.6838,27.6749
89.25,1.1427,8.6838,27.6749
89.25,1.1427,8.6841,27.6749
89.25,1.1439,8.6845,27.6749
89.25,1.1415,8.6845,27.6749
89.25,1.1439,8.6848,27.6749
89.25,1.1427,8.6841,27.6749
91.8125,1.1439,8.6848,27.6749
91.8125,1.1427,8.6845,27.6749
91.8125,0.8058,8.7475,27.6749
91.8125,0.8717,8.7648,27.6749
91.8125,0.9449,8.7317,27.6749
91.8125,0.9999,8.7201,27.6749
91.8125,1.1097,8.7183,27.6749
91.8125,1.1427,8.6974,27.6749
91.8125,0.9046,8.7371,27.6749
91.8125,0.9816,8.7137,27.6749
91.8125,1.1122,8.7169,27.6749
91.8125,1.1134,8.696,27.6749
94.3594,1.0072,8.7068,27.6749
94.3594,1.1439,8.6852,27.6749
94.3594,0.8583,8.7273,27.6749
94.3594,1.0865,8.7007,27.6749
94.3594,1.034,8.7111,27.6749
94.3594,0.8522,8.7597,27.6749
94.3594,0.8119,8.7601,27.6749
94.3594,1.128,8.6978,27.6749
94.3594,0.9486,8.7237,27.6749
94.3594,1.1,8.7101,27.6749
94.3594,1.1427,8.6859,27.6749
94.3594,1.1097,8.6866,27.6749
96.9063,0.9669,8.7115,27.6749
96.9063,1.1439,8.714,27.6749
96.9063,0.9181,8.736,27.6749
96.9063,0.9376,8.7342,27.6749
96.9063,1.1427,8.7234,27.6749
96.9063,1.006,8.7025,27.6749
96.9063,0.9779,8.7072,27.6749
96.9063,1.0902,8.718,27.6749
96.9063,0.951,8.7241,27.6749
96.9063,1.0572,8.7417,27.6749
96.9063,1.1427,8.6866,27.6749
99.461,1.0841,8.6946,27.6749
99.461,1.1427,8.6866,27.6749
99.461,1.1354,8.6895,27.6749
99.461,1.1427,8.687,27.6749
99.461,1.1036,8.7255,27.6749
99.461,1.0475,8.6985,27.6749
99.461,1.1146,8.6888,27.6749
99.461,1.1427,8.6856,27.6749
99.461,0.9925,8.6982,27.6749
99.461,1.1378,8.6956,27.6749
99.461,1.1415,8.6884,27.6749
99.461,1.0694,8.6928,27.6749
102,1.1439,8.6856,27.6749
102,1.1293,8.6949,27.6749
102,1.0316,8.705,27.6749
102,1.1439,8.6949,27.6749
102,1.1415,8.6852,27.6749
102,1.1427,8.6856,27.6749
102,1.1427,8.6895,27.6749
102,1.0829,8.7043,27.6749
102,1.1268,8.6884,27.6749
102,1.0377,8.6924,27.6749
102,0.9938,8.6852,27.6749
104.5547,1.1427,8.6848,27.6749
104.5547,0.9388,8.701,27.6749
104.5547,1.1427,8.6884,27.6749
104.5547,1.0194,8.7345,27.6749
104.5547,1.1439,8.6942,27.6749
104.5547,1.1427,8.6848,27.6749
104.5547,1.1427,8.6848,27.6749
104.5547,1.1427,8.6848,27.6749
104.5547,1.1402,8.6938,27.6749
104.5547,1.1073,8.6971,27.6749
104.5547,1.1439,8.6859,27.6749
107.1094,1.1439,8.6848,27.6749
107.1094,1.1415,8.6856,27.6749
107.1094,1.139,8.6888,27.6749
107.1094,1.1427,8.6852,27.6749
107.1094,1.0463,8.7007,27.6749
107.1094,0.9315,8.7162,27.6749
107.1094,1.1427,8.6996,27.6749
107.1094,0.9462,8.7144,27.6749
107.1094,1.0853,8.7306,27.6749
107.1094,1.128,8.7014,27.6749
107.1094,1.1439,8.6848,27.6749
109.6563,1.1232,8.6946,27.6749
109.6563,1.1341,8.6974,27.6749
109.6563,1.0939,8.7302,27.6749
109.6563,1.1427,8.6848,27.6749
109.6563,1.0926,8.7032,27.6749
109.6563,1.1427,8.6924,27.6749
109.6563,1.1427,8.6906,27.6749
109.6563,0.8949,8.7525,27.6749
109.6563,0.9877,8.7043,27.6749
109.6563,1.1427,8.6848,27.6749
109.6563,1.1195,8.6996,27.6749
112.1954,0.9266,8.7,27.6749
112.1954,0.9632,8.7338,27.6749
112.1954,1.067,8.696,27.9239
112.1954,1.1232,8.6985,27.9239
112.1954,1.1427,8.7104,27.9239
112.1954,1.1402,8.6906,27.9239
112.1954,1.1415,8.6852,27.9239
112.1954,1.1439,8.6913,27.9239
112.1954,0.9486,8.7162,27.9239
112.1954,1.1439,8.6866,27.6749
112.1954,1.0426,8.7165,27.9239
112.1954,1.078,8.7043,27.9239
114.7657,1.0951,8.7108,27.9239
114.7657,1.0475,8.7,27.9239
114.7657,1.1207,8.696,27.9239
114.7657,1.1427,8.6856,27.9239
114.7657,1.1427,8.6848,27.9239
114.7657,1.1439,8.6881,27.9239
114.7657,1.1439,8.6856,27.9239
114.7657,1.1402,8.6938,27.9239
114.7657,1.0633,8.7183,27.9239
114.7657,0.8424,8.7425,27.9239
114.7657,1.089,8.7554,27.9239
117.3047,0.9901,8.7353,27.9239
117.3047,0.8424,8.7507,27.9239
117.3047,0.7997,8.7713,27.9239
117.3047,0.8106,8.7778,27.9239
117.3047,0.8607,8.7511,27.9239
117.3047,0.8912,8.7504,27.9239
117.3047,0.9584,8.7194,27.9239
117.3047,1.0084,8.7191,27.9239
117.3047,0.995,8.7291,27.9239
117.3047,0.7228,8.8058,27.9239
117.3047,0.6678,8.8044,27.9239
117.3047,0.9022,8.7814,27.9239
117.3047,0.7081,8.8062,27.9239
117.3047,0.995,8.7324,27.9239
119.8516,0.5995,8.8235,27.9239
119.8516,0.68,8.8076,27.9239
119.8516,0.6312,8.8274,27.9239
119.8516,0.641,8.8062,27.9239
119.8516,0.6617,8.8224,27.9239
119.8516,0.6983,8.8202,27.9239
119.8516,0.6739,8.8091,27.9239
119.8516,0.6654,8.8163,27.9239
119.8516,0.669,8.8105,27.6749
119.8516,0.6739,8.8213,27.6749
119.8516,0.6263,8.8289,27.6749
119.8516,0.6263,8.8365,27.6749
119.8516,0.6397,8.8217,27.6749
119.8516,0.6507,8.8174,27.6749
119.8516,0.7374,8.8087,27.6749
119.8516,0.6373,8.8285,27.6749
119.8516,0.6275,8.8282,27.6749
119.8516,0.6361,8.835,27.6749
119.8516,0.6581,8.7983,27.6749
122.4063,0.7594,8.7723,27.6749
122.4063,0.6361,8.831,27.6749
122.4063,0.597,8.8318,27.6749
122.4063,0.6434,8.8192,27.6749
122.4063,0.6263,8.8123,27.6749
122.4063,0.7447,8.8303,27.6749
122.4063,0.6336,8.8267,27.6749
122.4063,0.7374,8.8195,27.6749
122.4063,0.8729,8.7655,27.6749
122.4063,0.8583,8.7338,27.6749
122.4063,0.8277,8.7551,27.6749
122.4063,1.1085,8.7558,27.6749
122.4063,1.0536,8.6989,27.6749
122.4063,0.7862,8.7633,27.6749
122.4063,0.7374,8.7727,27.6749
122.4063,0.7936,8.7745,27.6749
124.961,0.6642,8.8188,27.6749
124.961,0.6568,8.8127,27.6749
124.961,0.7997,8.7713,27.6749
124.961,0.6471,8.8166,27.6749
124.961,0.763,8.799,27.6749
124.961,0.6849,8.8184,27.6749
124.961,0.6971,8.8141,27.6749
124.961,0.63,8.8318,27.6749
124.961,0.6886,8.8109,27.6749
124.961,0.7044,8.8044,27.6749
124.961,0.7069,8.8058,27.6749
124.961,0.7008,8.8181,27.6749
124.961,0.7081,8.8019,27.6749
124.961,0.6446,8.8181,27.6749
124.961,0.7081,8.804,27.6749
124.961,0.8546,8.8109,27.6749
124.961,0.6422,8.8213,27.6749
124.961,0.6983,8.8138,27.6749
127.4922,0.6825,8.8105,27.6749
127.4922,0.6581,8.8177,27.6749
127.4922,0.6935,8.7922,27.6749
127.4922,0.6825,8.8091,27.6749
127.4922,0.619,8.8289,27.6749
127.4922,0.6678,8.813,27.6749
127.4922,0.6886,8.8033,27.6749
127.4922,0.641,8.8199,27.6749
127.4922,0.6959,8.8127,27.6749
127.4922,0.6825,8.812,27.6749
127.4922,0.6251,8.83,27.6749
127.4922,0.735,8.8066,27.6749
127.4922,0.6947,8.8019,27.6749
127.4922,0.6324,8.8347,27.6749
127.4922,0.6788,8.8127,27.6749
127.4922,0.6751,8.8138,27.6749
127.4922,0.6312,8.8188,27.6749
127.4922,0.7179,8.7997,27.6749
130.0547,0.6654,8.8184,27.6749
130.0547,0.6214,8.8303,27.6749
130.0547,0.6812,8.8163,27.6749
130.0547,0.6861,8.8026,27.6749
130.0547,0.6544,8.8303,27.6749
130.0547,0.6764,8.8195,27.6749
130.0547,0.6629,8.8174,27.6749
130.0547,0.7569,8.7832,27.6749
130.0547,0.8351,8.7731,27.6749
130.0547,0.763,8.7814,27.6749
130.0547,0.6935,8.8278,27.6749
130.0547,0.6617,8.8206,27.6749
130.0547,0.6703,8.8148,27.6749
130.0547,0.7533,8.7896,27.6749
130.0547,0.7618,8.7796,27.6749
130.0547,0.7337,8.795,27.6749
130.0547,0.7337,8.8058,27.6749
132.6094,0.6483,8.8242,27.6749
132.6094,0.9523,8.7252,27.6749
132.6094,0.8204,8.7414,27.6749
132.6094,0.68,8.7994,27.6749
132.6094,0.7496,8.8048,27.6749
132.6094,0.7435,8.8019,27.6749
132.6094,0.9156,8.7421,27.6749
132.6094,1.0609,8.7101,27.6749
132.6094,0.6007,8.8264,27.6749
132.6094,0.6251,8.8264,27.6749
132.6094,0.6458,8.8084,27.6749
132.6094,0.713,8.8184,27.6749
132.6094,0.6678,8.8123,27.6749
132.6094,0.6214,8.8152,27.6749
132.6094,0.6239,8.8274,27.6749
132.6094,0.7679,8.7756,27.6749
132.6094,0.6434,8.8217,27.6749
135.1563,0.7667,8.8116,27.6749
135.1563,0.5958,8.8274,27.6749
135.1563,0.6642,8.8217,27.6749
135.1563,0.641,8.8264,27.6749
135.1563,0.6239,8.8033,27.6749
135.1563,0.6556,8.8123,27.6749
135.1563,0.6568,8.8206,27.6749
135.1563,0.5824,8.8404,27.6749
135.1563,0.6629,8.8231,27.6749
135.1563,0.6812,8.8051,27.6749
135.1563,0.6068,8.8303,27.6749
135.1563,0.652,8.8235,27.6749
135.1563,0.6385,8.8336,27.6749
135.1563,0.5873,8.8401,27.6749
135.1563,0.6812,8.8109,27.6749
135.1563,0.807,8.7853,27.6749
135.1563,0.9071,8.7122,27.6749
137.6954,0.9486,8.7097,27.6749
137.6954,0.8375,8.7551,27.6749
137.6954,0.6446,8.8094,27.6749
137.6954,0.8949,8.7796,27.6749
137.6954,0.7191,8.777,27.6749
137.6954,0.6678,8.8116,27.6749
137.6954,0.8363,8.7756,27.6749
137.6954,1.5785,8.5548,27.6749
137.6954,1.5785,8.5563,27.6749
137.6954,1.5785,8.5577,27.6749
137.6954,1.5773,8.5584,27.6749
140.2579,1.5773,8.5541,27.6749
140.2579,1.1415,8.6812,27.6749
140.2579,1.1366,8.6877,27.6749
140.2579,1.1268,8.7061,27.6749
140.2579,1.1109,8.6992,27.6749
140.2579,1.0279,8.7147,27.6749
140.2579,1.1427,8.6834,27.6749
140.2579,0.8998,8.7399,27.6749
140.2579,0.8399,8.7511,27.6749
140.2579,0.7472,8.8044,27.6749
140.2579,0.7716,8.7997,27.6749
140.2579,0.6715,8.8242,27.6749
140.2579,0.6593,8.8163,27.6749
142.8047,0.669,8.8037,27.6749
142.8047,0.6336,8.8271,27.6749
142.8047,0.63,8.8415,27.6749
142.8047,0.6581,8.8249,27.6749
142.8047,0.6556,8.8184,27.6749
142.8047,0.8485,8.8228,27.6749
142.8047,0.7838,8.8112,27.6749
142.8047,0.5811,8.8397,27.6749
142.8047,0.6471,8.8278,27.6749
142.8047,0.6568,8.8073,27.6749
142.8047,0.6031,8.8361,27.6749
142.8047,0.6593,8.812,27.6749
142.8047,0.6007,8.8368,27.6749
142.8047,0.6458,8.8256,27.6749
142.8047,0.6593,8.8199,27.6749
142.8047,0.702,8.826,27.6749
142.8047,0.8717,8.7605,27.6749
142.8047,0.8314,8.7554,27.6749
145.3516,0.6495,8.8202,27.6749
145.3516,0.8375,8.776,27.6749
145.3516,0.8802,8.7713,27.6749
145.3516,0.6617,8.8199,27.6749
145.3516,0.8546,8.7886,27.6749
145.3516,0.7313,8.7842,27.6749
145.3516,0.6422,8.8112,27.4259
145.3516,0.8338,8.7788,27.6749
145.3516,0.7838,8.7936,27.6749
145.3516,0.7545,8.7857,27.6749
145.3516,0.652,8.8181,27.6749
145.3516,0.641,8.8246,27.6749
145.3516,0.63,8.8145,27.6749
145.3516,0.6507,8.8271,27.6749
145.3516,0.6361,8.8354,27.6749
145.3516,0.6397,8.8228,27.6749
145.3516,0.6556,8.8159,27.6749
147.9141,0.6605,8.8202,27.6749
147.9141,0.7545,8.7572,27.6749
147.9141,0.7057,8.7669,27.6749
147.9141,0.669,8.7943,27.6749
147.9141,1.0633,8.7597,27.6749
147.9141,0.9352,8.7428,27.6749
